ufn,spp,date,site.id,survey.id,seine.id,cal.cop,lep.cop,unid.cop,chal.a,chal.b,chal.unid,cal.m,cal.paf,cal.af,cal.mot.unid.notgf,cal.mot.notgf,cal.gf,lep.pam,lep.paf,lep.am,lep.af,lep.gf,lep.mot.unid.notgf,comments,licing.protocol,weight,length.lab,length.field,all.cal,all.leps,site.region,week,year
U1276,SO,06/16/15,J09,JE181,JN281,1,0,NA,3,3,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,12.7,106,NA,1,0,J,25,2015
U1238,SO,06/16/15,J09,JE181,JN281,1,0,NA,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,18.8,117,NA,0,0,J,25,2015
U1237,SO,06/16/15,J09,JE181,JN281,1,0,NA,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,11.7,107,NA,0,0,J,25,2015
U4932,PI,06/17/15,J03,JE184,JN284,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles,24.8,136,NA,1,0,J,25,2015
U4933,PI,06/17/15,J03,JE184,JN284,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,1,0,0,NA,lab_motiles,20.7,125,NA,1,1,J,25,2015
U4934,PI,06/17/15,J03,JE184,JN284,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,24.9,136,NA,0,0,J,25,2015
U4935,PI,06/17/15,J03,JE184,JN284,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,22.7,129,NA,0,0,J,25,2015
U4936,PI,06/17/15,J03,JE184,JN284,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles,23.6,131,NA,1,0,J,25,2015
U5052,PI,06/17/15,J03,JE184,JN284,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,NA,lab_motiles,24,132,NA,2,0,J,25,2015
U5053,PI,06/17/15,J03,JE184,JN284,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,26.1,138,NA,0,0,J,25,2015
U5054,PI,06/17/15,J03,JE184,JN284,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,22.3,130,NA,0,0,J,25,2015
U5055,PI,06/17/15,J03,JE184,JN284,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,21.8,127,NA,0,0,J,25,2015
U5056,PI,06/17/15,J03,JE184,JN284,NA,NA,NA,NA,NA,NA,1,1,0,0,2,0,0,0,0,0,0,0,NA,lab_motiles,24.8,131,NA,2,0,J,25,2015
U4017,CU,06/17/15,D08,DE194,DN294,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,25.4,133,NA,0,0,D,25,2015
U4018,CU,06/17/15,D08,DE194,DN294,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,23.7,137,NA,0,0,D,25,2015
U4019,CU,06/17/15,D08,DE194,DN294,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,26.8,138,NA,0,0,D,25,2015
U4020,CU,06/17/15,D08,DE194,DN294,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,27.7,NA,NA,0,0,D,25,2015
U4021,CU,06/17/15,D08,DE194,DN294,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,22.2,136,NA,0,0,D,25,2015
U4022,CU,06/17/15,D08,DE194,DN294,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,25.1,139,NA,0,0,D,25,2015
U4023,CU,06/17/15,D08,DE194,DN294,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,28.3,143,NA,0,0,D,25,2015
U4024,CU,06/17/15,D08,DE194,DN294,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,24.1,NA,NA,0,0,D,25,2015
U4025,CU,06/17/15,D08,DE194,DN294,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,21.7,NA,NA,0,0,D,25,2015
U4026,CU,06/17/15,D08,DE194,DN294,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,0,0,0,NA,lab_motiles,NA,121,NA,1,1,D,25,2015
U4873,SO,06/17/15,D08,DE194,DN294,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,18.9,124,NA,0,0,D,25,2015
U1364,SO,06/17/15,D08,DE194,DN294,1,0,NA,0,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,16.4,111,NA,1,0,D,25,2015
U1366,SO,06/17/15,D08,DE194,DN294,0,0,NA,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,17.2,109,NA,0,0,D,25,2015
U471,SO,06/17/15,D08,DE194,DN294,0,0,NA,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,21.5,120,NA,0,0,D,25,2015
U473,SO,06/17/15,D08,DE194,DN294,0,0,NA,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,18,111,NA,0,0,D,25,2015
U1339,SO,06/17/15,D08,DE194,DN294,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,17.6,115,NA,0,0,D,25,2015
U1343,SO,06/17/15,D08,DE194,DN294,0,0,NA,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,18.5,118,NA,0,0,D,25,2015
U1357,SO,06/17/15,D08,DE194,DN294,0,0,NA,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,12.5,106,NA,0,0,D,25,2015
U472,SO,06/17/15,D08,DE194,DN294,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,18.6,129,NA,0,0,D,25,2015
U1340,SO,06/17/15,D08,DE194,DN294,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,17.9,117,NA,0,0,D,25,2015
U1365,SO,06/17/15,D08,DE194,DN294,0,0,NA,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,NA,105,NA,0,0,D,25,2015
U481,SO,06/17/15,D08,DE194,DN294,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,15.6,115,NA,0,0,D,25,2015
U2795,CU,06/18/15,D09,DE199,DN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,12,NA,NA,0,0,D,25,2015
U2796,CU,06/18/15,D09,DE199,DN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,lab_motiles,17.9,122,NA,0,1,D,25,2015
U2800,CU,06/18/15,D09,DE199,DN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,22,131,NA,0,0,D,25,2015
U2906,CU,06/18/15,D09,DE199,DN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,13.3,NA,NA,0,0,D,25,2015
U2907,CU,06/18/15,D09,DE199,DN299,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,NA,lab_motiles,15.4,117,NA,2,0,D,25,2015
U852,SO,06/18/15,D09,DE199,DN299,0,0,NA,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,16.3,119,NA,0,0,D,25,2015
U890,SO,06/18/15,D09,DE199,DN299,1,0,NA,5,6,NA,1,1,0,0,2,0,0,0,0,0,0,0,NA,lab_finescale,11.8,102,NA,2,0,D,25,2015
U897,SO,06/18/15,D09,DE199,DN299,0,0,NA,1,0,NA,1,0,0,0,1,1,0,0,0,0,0,0,NA,lab_finescale,14,108,NA,2,0,D,25,2015
U898,SO,06/18/15,D09,DE199,DN299,0,1,NA,3,1,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,19.3,121,NA,1,0,D,25,2015
U903,SO,06/18/15,D09,DE199,DN299,0,0,NA,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,13.7,107,NA,0,0,D,25,2015
U911,SO,06/18/15,D09,DE199,DN299,1,1,NA,1,9,NA,0,0,1,0,1,1,0,0,0,0,0,0,NA,lab_finescale,17.6,119,NA,2,0,D,25,2015
U899,SO,06/18/15,D09,DE199,DN299,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_finescale,14.5,111,NA,1,0,D,25,2015
U900,SO,06/18/15,D09,DE199,DN299,0,0,NA,6,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,19.5,126,NA,0,0,D,25,2015
U901,SO,06/18/15,D09,DE199,DN299,0,0,NA,1,2,NA,1,0,0,1,2,0,0,0,0,0,0,0,Cal Mot UNID missing genital region,lab_finescale,12.6,105,NA,2,0,D,25,2015
U902,SO,06/18/15,D09,DE199,DN299,0,0,NA,3,2,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,17.3,121,NA,1,0,D,25,2015
U756,SO,06/18/15,D11,DE198,DN298,1,0,NA,0,1,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,20.3,128,NA,1,0,D,25,2015
U798,SO,06/18/15,D11,DE198,DN298,1,0,NA,13,12,NA,1,1,0,0,2,0,0,0,0,0,0,0,NA,lab_finescale,17.8,122,NA,2,0,D,25,2015
U780,SO,06/18/15,D11,DE198,DN298,1,0,NA,2,1,NA,1,0,0,0,1,1,0,0,0,0,0,0,NA,lab_finescale,22.4,131,NA,2,0,D,25,2015
U806,SO,06/18/15,D11,DE198,DN298,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,19.8,119,NA,0,0,D,25,2015
U804,SO,06/18/15,D11,DE198,DN298,0,0,NA,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,Cal C4 UNID missing posterior end,lab_finescale,16.3,112,NA,0,0,D,25,2015
U779,SO,06/18/15,D11,DE198,DN298,3,0,NA,1,5,NA,1,1,0,0,2,0,0,0,0,0,0,0,NA,lab_finescale,21.7,126,NA,2,0,D,25,2015
U805,SO,06/18/15,D11,DE198,DN298,0,0,NA,4,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,15.3,111,NA,0,0,D,25,2015
U778,SO,06/18/15,D11,DE198,DN298,0,0,NA,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,16.2,116,NA,0,0,D,25,2015
U797,SO,06/18/15,D11,DE198,DN298,0,0,NA,5,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,23.6,129,NA,0,0,D,25,2015
U1331,SO,06/18/15,D11,DE198,DN298,0,0,NA,6,0,NA,2,0,1,0,3,0,0,0,0,0,0,0,NA,lab_finescale,14.9,113,NA,3,0,D,25,2015
U3082,CU,06/19/15,J02,JE191,JN291,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,26.4,137,NA,0,0,J,25,2015
U3083,CU,06/19/15,J02,JE191,JN291,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,28.1,142,NA,0,0,J,25,2015
U3084,CU,06/19/15,J02,JE191,JN291,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,33.9,148,NA,0,0,J,25,2015
U3085,CU,06/19/15,J02,JE191,JN291,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,22.7,NA,NA,0,0,J,25,2015
U3086,CU,06/19/15,J02,JE191,JN291,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,27.5,135,NA,0,0,J,25,2015
U2658,PI,06/19/15,J02,JE191,JN291,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,19.8,126,NA,0,0,J,25,2015
U2659,PI,06/19/15,J02,JE191,JN291,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,11.5,105,NA,1,0,J,25,2015
U2891,PI,06/19/15,J02,JE191,JN291,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0,0,0,0,0,NA,lab_motiles,23.9,133,NA,2,0,J,25,2015
U2892,PI,06/19/15,J02,JE191,JN291,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,16.2,118,NA,0,0,J,25,2015
U2893,PI,06/19/15,J02,JE191,JN291,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,lab_motiles,19.4,124,NA,0,1,J,25,2015
U2894,PI,06/19/15,J02,JE191,JN291,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,29.5,NA,NA,0,0,J,25,2015
U2895,PI,06/19/15,J02,JE191,JN291,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,15.6,NA,NA,0,0,J,25,2015
U2896,PI,06/19/15,J02,JE191,JN291,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,26.2,136,NA,0,0,J,25,2015
U2897,PI,06/19/15,J02,JE191,JN291,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,lab_motiles,12.6,107,NA,1,0,J,25,2015
U2898,PI,06/19/15,J02,JE191,JN291,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,9.3,NA,NA,0,0,J,25,2015
U647,SO,06/19/15,J02,JE191,JN291,1,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,23.8,139,NA,0,0,J,25,2015
U649,SO,06/19/15,J02,JE191,JN291,3,1,NA,3,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,17.2,106,NA,0,0,J,25,2015
U624,SO,06/19/15,J02,JE191,JN291,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,23.7,135,NA,0,0,J,25,2015
U626,SO,06/19/15,J02,JE191,JN291,3,0,NA,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,19.5,126,NA,0,0,J,25,2015
U655,SO,06/19/15,J02,JE191,JN291,0,0,NA,1,2,NA,0,2,1,0,3,0,0,0,0,0,0,0,NA,lab_finescale,21.5,131,NA,3,0,J,25,2015
U656,SO,06/19/15,J02,JE191,JN291,0,0,NA,2,2,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,NA,132,NA,1,0,J,25,2015
U657,SO,06/19/15,J02,JE191,JN291,2,0,NA,0,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,21.8,125,NA,1,0,J,25,2015
U625,SO,06/19/15,J02,JE191,JN291,2,1,NA,3,4,NA,2,0,0,0,2,0,0,0,0,0,0,0,NA,lab_finescale,19.9,131,NA,2,0,J,25,2015
U654,SO,06/19/15,J02,JE191,JN291,0,0,NA,0,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA,lab_finescale,15.8,118,NA,0,1,J,25,2015
U648,SO,06/19/15,J02,JE191,JN291,0,0,NA,2,0,NA,1,0,0,0,1,1,0,0,0,0,0,0,NA,lab_finescale,18.8,128,NA,2,0,J,25,2015
U4101,CU,06/19/15,D06,DE201,DN301,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,29.2,144,NA,0,0,D,25,2015
U4102,CU,06/19/15,D06,DE201,DN301,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,19.6,128,NA,0,0,D,25,2015
U4103,CU,06/19/15,D06,DE201,DN301,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles,19.9,126,NA,1,0,D,25,2015
U4104,CU,06/19/15,D06,DE201,DN301,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,lab_motiles,29,140,NA,1,0,D,25,2015
U4159,CU,06/19/15,D06,DE201,DN301,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,19.5,130,NA,0,0,D,25,2015
U4160,CU,06/19/15,D06,DE201,DN301,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,17,125,NA,0,0,D,25,2015
U4161,CU,06/19/15,D06,DE201,DN301,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,18.1,123,NA,0,0,D,25,2015
U4162,CU,06/19/15,D06,DE201,DN301,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,20.8,127,NA,0,0,D,25,2015
U4163,CU,06/19/15,D06,DE201,DN301,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,lab_motiles,26.6,NA,NA,1,0,D,25,2015
U4164,CU,06/19/15,D06,DE201,DN301,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,NA,lab_motiles,27.9,139,NA,2,0,D,25,2015
U812,SO,06/19/15,D06,DE201,DN301,1,1,NA,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,26.8,138,NA,0,0,D,25,2015
U808,SO,06/19/15,D06,DE201,DN301,0,0,NA,4,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,25.3,128,NA,0,0,D,25,2015
U799,SO,06/19/15,D06,DE201,DN301,0,0,NA,0,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,22.5,126,NA,1,0,D,25,2015
U807,SO,06/19/15,D06,DE201,DN301,0,0,NA,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,24.1,130,NA,0,0,D,25,2015
U811,SO,06/19/15,D06,DE201,DN301,1,0,NA,3,14,NA,2,0,0,0,2,0,0,0,0,0,0,0,NA,lab_finescale,25,133,NA,2,0,D,25,2015
U2512,CU,06/19/15,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,18.9,124,NA,0,0,J,25,2015
U2630,CU,06/19/15,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0,0,0,0,0,NA,lab_motiles,19.1,128,NA,2,0,J,25,2015
U2631,CU,06/19/15,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,1,0,1,0,2,1,0,0,0,0,0,0,NA,lab_motiles,17.6,123,NA,3,0,J,25,2015
U2632,CU,06/19/15,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,20.4,128,NA,0,0,J,25,2015
U2825,CU,06/19/15,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,17.2,126,NA,1,0,J,25,2015
U2913,CU,06/19/15,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles,20.6,133,NA,1,0,J,25,2015
U2523,PI,06/19/15,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,20.2,127,NA,1,0,J,25,2015
U2524,PI,06/19/15,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,1,0,NA,lab_motiles,23.6,132,NA,1,1,J,25,2015
U2851,PI,06/19/15,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,18.1,NA,NA,0,0,J,25,2015
U2852,PI,06/19/15,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,1,0,NA,lab_motiles,22.8,133,NA,1,2,J,25,2015
U2853,PI,06/19/15,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,25.6,NA,NA,0,0,J,25,2015
U2854,PI,06/19/15,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,lab_motiles,17.5,122,NA,0,1,J,25,2015
U2855,PI,06/19/15,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles,23.1,132,NA,1,0,J,25,2015
U2856,PI,06/19/15,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,0,1,0,0,NA,lab_motiles,18,126,NA,2,1,J,25,2015
U2857,PI,06/19/15,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,16.7,NA,NA,0,0,J,25,2015
U2858,PI,06/19/15,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,18.8,127,NA,1,0,J,25,2015
U1335,SO,06/19/15,J09,JE189,JN289,1,1,NA,1,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,15,118,NA,0,0,J,25,2015
U1337,SO,06/19/15,J09,JE189,JN289,1,0,NA,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,15.6,114,NA,0,0,J,25,2015
U1338,SO,06/19/15,J09,JE189,JN289,4,1,NA,9,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,15.6,116,NA,1,0,J,25,2015
U1342,SO,06/19/15,J09,JE189,JN289,1,2,NA,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,13.5,120,NA,0,0,J,25,2015
U1353,SO,06/19/15,J09,JE189,JN289,0,0,NA,6,1,NA,2,1,0,0,3,0,0,0,0,0,0,0,NA,lab_finescale,22,133,NA,3,0,J,25,2015
U1356,SO,06/19/15,J09,JE189,JN289,1,2,NA,1,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,18.2,120,NA,0,0,J,25,2015
U1336,SO,06/19/15,J09,JE189,JN289,0,0,NA,2,2,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,16,115,NA,1,0,J,25,2015
U1341,SO,06/19/15,J09,JE189,JN289,3,2,NA,2,1,NA,0,1,0,0,1,1,0,0,0,0,0,0,NA,lab_finescale,13.8,115,NA,2,0,J,25,2015
U1355,SO,06/19/15,J09,JE189,JN289,2,1,NA,2,3,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,13.8,111,NA,1,0,J,25,2015
U1362,SO,06/19/15,J09,JE189,JN289,1,2,NA,6,2,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,lab_finescale,13.8,106,NA,1,0,J,25,2015
U1363,SO,06/19/15,J09,JE189,JN289,1,1,NA,4,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,12.4,105,NA,0,0,J,25,2015
U1354,SO,06/19/15,J09,JE189,JN289,4,0,NA,5,4,NA,3,0,0,0,3,0,0,0,0,0,0,0,NA,lab_finescale,14.9,117,NA,3,0,J,25,2015
U709,SO,06/19/15,J10,JE190,JN290,1,0,NA,1,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,plus one unidentified Caligus species- chal A,lab_finescale,21.7,119,NA,1,0,J,25,2015
U710,SO,06/19/15,J10,JE190,JN290,0,0,NA,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,13.5,105,NA,0,0,J,25,2015
U731,SO,06/19/15,J10,JE190,JN290,0,0,NA,5,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,15.6,105,NA,0,0,J,25,2015
U732,SO,06/19/15,J10,JE190,JN290,4,0,NA,4,3,NA,2,1,0,0,3,1,0,0,0,0,0,0,NA,lab_finescale,18.8,115,NA,4,0,J,25,2015
U725,SO,06/19/15,J10,JE190,JN290,0,0,NA,2,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,14.1,107,NA,1,0,J,25,2015
U726,SO,06/19/15,J10,JE190,JN290,1,0,NA,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,13.4,108,NA,0,0,J,25,2015
U727,SO,06/19/15,J10,JE190,JN290,0,0,NA,1,0,NA,1,1,0,0,2,0,0,0,0,0,0,0,NA,lab_finescale,18.7,115,NA,2,0,J,25,2015
U728,SO,06/19/15,J10,JE190,JN290,2,1,NA,6,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,18.4,114,NA,0,0,J,25,2015
U713,SO,06/19/15,J10,JE190,JN290,1,0,NA,2,2,NA,2,0,0,0,2,0,0,0,0,0,0,0,NA,lab_finescale,14.3,105,NA,2,0,J,25,2015
U751,SO,06/19/15,J10,JE190,JN290,0,1,NA,5,2,NA,1,2,0,0,3,0,0,0,0,0,0,0,good Lep ChalA,lab_finescale,19.3,124,NA,3,0,J,25,2015
U714,SO,06/19/15,J10,JE190,JN290,1,1,NA,5,7,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,16.9,117,NA,1,0,J,25,2015
U1162,SO,06/20/15,J04,JE192,JN292,1,0,NA,1,16,NA,1,0,0,0,1,0,0,1,0,0,0,0,both Cal C4 UNIDs missing posterior end,lab_finescale,16.4,114,NA,1,1,J,25,2015
U1140,SO,06/20/15,J04,JE192,JN292,0,0,NA,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,19,131,NA,0,0,J,25,2015
U1109,SO,06/20/15,J04,JE192,JN292,1,0,NA,5,1,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,lab_finescale,16.6,123,NA,1,0,J,25,2015
U1163,SO,06/20/15,J04,JE192,JN292,1,0,NA,2,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,21.6,122,NA,1,0,J,25,2015
U1108,SO,06/20/15,J04,JE192,JN292,0,0,NA,2,2,NA,2,0,0,0,2,1,0,0,0,0,0,0,NA,lab_finescale,12.6,112,NA,3,0,J,25,2015
U1144,SO,06/20/15,J04,JE192,JN292,0,0,NA,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,11.2,96,NA,0,0,J,25,2015
U1161,SO,06/20/15,J04,JE192,JN292,1,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,23.9,140,NA,0,0,J,25,2015
U1145,SO,06/20/15,J04,JE192,JN292,0,0,NA,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,20.6,120,NA,0,0,J,25,2015
